,summarization
171,"Cottage Yes Please has started charging on the Wi-Fi use, 100 rupees per day. Double room price at 900, and although the rooms are reasonably clean, most are nothing like the photos on their web site."
172,Hotels in the pahar ganj area offer free luggage storage and airport pick up and drop off. They also offer city tour by a private taxi so you wont have to ask for more.
173,"Cottage Yes Please has friendly and helpful staff and a nice guy that says ""Namaste"" to you when you come and go out the front door. The only downside is that they no longer have free wifi -- it costs 100 rupees per day now."
174,"After having checked many hotels in Paharganj;I chose this one because I needed a WiFi connection. When you arrive at the reception, heavily loaded and tired, you are requested to show your passport. Then, they demand you pay in advance - even if you are out of local currency and you have stacks of dollars to show them."
175,Stayed here for 3 nights+ OK staff+ Good location for travelers+ Room service+ Good rooms- no hot water in the room- driver we organized to the airport through them kept falling asleep at the wheel (not technically their fault)
176,"The hotel is one street over from the Main Bazaar road in an area called Pahar Ganj. On the plus side, the Bazaar is teeming with activity and there are endless shops. The downside of the area is that it's rather grimy and crowded."
177,The hotel is on a side street off the main Pahar Ganj bazaar. It's the filthiest neighborhood I've ever stayed in. For 800 rupees a night -- about $17 US -- we got a clean and comfortable place to stay.
178,"Good hotel considering the price and location. Reasonably clean, though there seemed to be a small colony of cockroaches residing under the fridge."
179,Hotel in Pahar Ganj was a good choice for our first night in Delhi. It was clean and the staff friendly. The price (1500 rs) was high for the standard but sleeping in Delhi is very expensive.
180,"The hotel itself was reasonable and clean, especially in comparison to the majority of places in new delhi. The AC did not work for half of the time, and there was hot water for about 5 minutes in total. We were billed for 3 nights, when we had only spent two nights at the hotel."
181,"I reccomend the room 406, it has three beds and quite big room. It locates at Phar Ganj, very convinience to go to Agra. The hotel is very clean, staffs are so nice."
182,"The rooms are ok, a reasonable size with some natural light, and ours had a fridge and tv. I don't think it is being maintained too much though, there were stains down the walls which I'm sure could have been removed with a good clean."
183,Just stayed for one night. Looks very run down from the outside...a lot different from the online photos. The rooms are dirty and beds uncomfortable. Bathrooms old and dirty with no hot water. Staff unhelful and annoyingly pestering for tips despite not even helping.
184,"This is a good hotel for a max. 3 nite stay, anything more and you don't want to be located in Karol Bagh. The only food options are McDonalds and the Indian sweet shop - Bikanervala."
185,"I took the bus tour that departs from the Crest Inn. It was the off season so I was the only non-Indian, english-speaker on the bus. The driver was curt and didn't understand my questions."
186,"The Crest Inn hotel is not located in the best part of Delhi, but to their credit, once you are inside everything is brand spanking new. The shower area in the bathroom is not segregated so be prepared to have a very wet bathroom floor after you've taken a shower!"
187,The hotel is very old. The bathrooms have bath tubs which leak and the toilets do not flush properly. Breakfast is served in an untidy small room and is often not prepared preoperly. The staff were very pleasant however and tried to make our stay comfortable.
